accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	isolate-lineage-source	biosample_accessions	authors	institution	submitter_country	country	division	abbr_authors	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage	age	gender	symptoms	published_clade
KX982670	KX982670.1	GenBank		HN18	Asia		2016-10-06	2016-11-23	2016-11-23	457	"Homo sapiens"			Wang,C.	"National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Core Facility, Key Laboratory of Medical Virology"		China		"Wang et al."		4	good	908	2437	3362	0.124983128627345				
KX982671	KX982671.1	GenBank		HN19	Asia		2016-10-06	2016-11-23	2016-11-23	457	"Homo sapiens"			Wang,C.	"National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Core Facility, Key Laboratory of Medical Virology"		China		"Wang et al."		0	good	907	2437	2893	0.0616817384262384				
KY012321	KY012321.1	GenBank		KY012321	Asia		2014-XX-XX	2017-04-01	2017-04-01	7412	"Homo sapiens"			Li,S.,Yang,L.,Zhao,H.,Xu,L.,Cheng,T.,Xia,N.	"State Key Laboratory of Molecular Vaccinology and Molecular Diagnostics, Xiamen University"	China	China	Fuzhou	"Li et al."		0	good	16295	1	7409	1				C
KY079192	KY079192.1	GenBank		B2083	Asia		2015-07-10	2017-08-06	2017-08-06	327	"Homo sapiens"	feces		Chansaenroj,J.,Tuanthap,S.,Thanusuwannasak,T.,Duang-In,A.,Klinfueng,S.,Thaneskongtong,N.,Vutithanachot,V.,Vongpunsawad,S.,Poovorawan,Y.	"Center of Excellence in Clinical Virology, Department of Pediatrics"	Thailand	Thailand		"Chansaenroj et al."											
KY082003	KY082003.1	GenBank		SJZ2009-0092F/HeB/CHN/2009	Asia		2009-05-04	2017-06-30	2017-06-30	894	"Homo sapiens"			Tian,H.,Zhang,Y.,Shi,Y.,Li,X.,Sun,Q.,Liu,L.,Zhao,D.,Xu,B.	"Shijiazhuang Center for Disease Control and Prevention, Microbiology Laboratory"		China		"Tian et al."		0	good	1834	2437	3330	0.120664057227696				
KY082004	KY082004.1	GenBank		SJZ2009-0207F/HeB/CHN/2009	Asia		2009-06-06	2017-06-30	2017-06-30	894	"Homo sapiens"			Tian,H.,Zhang,Y.,Shi,Y.,Li,X.,Sun,Q.,Liu,L.,Zhao,D.,Xu,B.	"Shijiazhuang Center for Disease Control and Prevention, Microbiology Laboratory"		China		"Tian et al."		0	good	1854	2437	3330	0.120664057227696				
KY271944	KY271944.1	GenBank		KY271944	"North America"		2016-05-26	2017-09-05	2017-09-05	7243	"Homo sapiens"	feces		Marine,R.,Castro,C.J.,Diez-Valcarce,M.,Collins,N.,Vinje,J.,Ng,T.F.F.	"Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch"	USA	USA	Tennessee	"Marine et al."		0	good	15779	112	7354	0.97759481711432				C
KY272007	KY272007.1	GenBank		WH21R/Shandong/China/2014	Asia		2014-04-10	2017-02-12	2017-02-12	7399	"Homo sapiens"			Zhang,Z.,Wei,Q.,Dong,Z.,Wang,M.,Shi,W.	"Taishan Medical College, Institute of Pathogen Biology"	China	China		"Zhang et al."		4	good	16156	30	7409	0.996085841544068				C
KY272008	KY272008.1	GenBank		QD102R/Shandong/China/2014	Asia		2014-04-03	2017-02-12	2017-02-12	7399	"Homo sapiens"			Zhang,Z.,Wei,Q.,Dong,Z.,Wang,M.,Shi,W.	"Taishan Medical College, Institute of Pathogen Biology"	China	China		"Zhang et al."		4	good	16108	31	7409	0.995950870562829				C
KY272009	KY272009.1	GenBank		TA151R/Shandong/China/2014	Asia		2014-04-29	2017-02-12	2017-02-12	7337	"Homo sapiens"			Zhang,Z.,Wei,Q.,Dong,Z.,Wang,M.,Shi,W.	"Taishan Medical College, Institute of Pathogen Biology"	China	China		"Zhang et al."		0	good	15953	98	7409	0.986907814819814				C
KY272010	KY272010.1	GenBank		HZ302R/Shandong/China/2014	Asia		2014-06-06	2017-02-12	2017-02-12	7403	"Homo sapiens"			Zhang,Z.,Wei,Q.,Dong,Z.,Wang,M.,Shi,W.	"Taishan Medical College, Institute of Pathogen Biology"	China	China		"Zhang et al."		0	good	16133	15	7409	0.998110406262654				C
KY498036	KY498036.1	GenBank		246/Khabarovsk/Rus/2015	Europe		2015-08-21	2017-12-20	2017-12-20	294	"Homo sapiens"			Sapega,E.,Butakova,L.,Kotova,V.,Trotsenko,O.,Lukashev,A.	"Khabarovsk Research Institute of Epidemiology and Microbiology, Far Eastern Regional Research and Methodological Center for the Study of Enteroviral Infections"	Russia	Russia		"Sapega et al."		0	good	630	2596	2889	0.0396814684842759				
KY498037	KY498037.1	GenBank		252/Khabarovsk/Rus/2015	Europe		2015-08-21	2017-12-20	2017-12-20	294	"Homo sapiens"			Sapega,E.,Butakova,L.,Kotova,V.,Trotsenko,O.,Lukashev,A.	"Khabarovsk Research Institute of Epidemiology and Microbiology, Far Eastern Regional Research and Methodological Center for the Study of Enteroviral Infections"	Russia	Russia		"Sapega et al."		0	good	630	2596	2889	0.0396814684842759				
KY498038	KY498038.1	GenBank		370/Khabarovsk/Rus/2015	Europe		2015-09-02	2017-12-20	2017-12-20	294	"Homo sapiens"			Sapega,E.,Butakova,L.,Kotova,V.,Trotsenko,O.,Lukashev,A.	"Khabarovsk Research Institute of Epidemiology and Microbiology, Far Eastern Regional Research and Methodological Center for the Study of Enteroviral Infections"	Russia	Russia		"Sapega et al."		0	good	630	2596	2889	0.0396814684842759				
KY498039	KY498039.1	GenBank		470/Khabarovsk/Rus/2015	Europe		2015-09-11	2017-12-20	2017-12-20	294	"Homo sapiens"			Sapega,E.,Butakova,L.,Kotova,V.,Trotsenko,O.,Lukashev,A.	"Khabarovsk Research Institute of Epidemiology and Microbiology, Far Eastern Regional Research and Methodological Center for the Study of Enteroviral Infections"	Russia	Russia		"Sapega et al."		0	good	630	2596	2889	0.0396814684842759				
KY762310	KY762310.1	GenBank		KY762310	"North America"	"Maricopa County AZ"	2016-10-XX	2017-05-21	2017-08-30	294	"Homo sapiens"	feces		Iverson,S.A.,Ostdiek,S.,Prasai,S.,Engelthaler,D.M.,Kretschmer,M.,Fowler,N.,Tokhie,H.K.,Routh,J.,Sejvar,J.,Ayers,T.,Bowers,J.,Brady,S.,Rogers,S.,Nix,W.A.,Komatsu,K.,Sunenshine,R.	"Centers for Disease Control and Prevention, Polio and Picornavirus Laboratory Branch"	USA	USA	Arizona	"Iverson et al."		0	good	622	2599	2892	0.0396814684842759				
KY865837	KY865837.1	GenBank		3101300186_2013_CEVS	Europe		2013-XX-XX	2017-05-09	2017-08-03	298	"Homo sapiens"			"Benschop,K.S.M.,van der Avoort,H.G.,Jusic,E.,Vennema,H.,van Binnendijk,R.,Duizer,E."	"National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening"	Netherlands	Netherlands		"Benschop et al."		0	good	618	2596	2893	0.040221352409232				
KY865933	KY865933.1	GenBank		3101300330_2013_CEVS	Europe		2013-XX-XX	2017-05-09	2017-08-03	298	"Homo sapiens"			"Benschop,K.S.M.,van der Avoort,H.G.,Jusic,E.,Vennema,H.,van Binnendijk,R.,Duizer,E."	"National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening"	Netherlands	Netherlands		"Benschop et al."											
KY866260	KY866260.1	GenBank		3101400385_2014_CEVS	Europe		2014-XX-XX	2017-05-09	2017-08-03	298	"Homo sapiens"			"Benschop,K.S.M.,van der Avoort,H.G.,Jusic,E.,Vennema,H.,van Binnendijk,R.,Duizer,E."	"National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening"	Netherlands	Netherlands		"Benschop et al."											
KY866363	KY866363.1	GenBank		3101400525_2014_CEVS	Europe		2014-XX-XX	2017-05-09	2017-08-03	298	"Homo sapiens"			"Benschop,K.S.M.,van der Avoort,H.G.,Jusic,E.,Vennema,H.,van Binnendijk,R.,Duizer,E."	"National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening"	Netherlands	Netherlands		"Benschop et al."		0	good	622	2596	2893	0.040221352409232				
KY866419	KY866419.1	GenBank		3101400645_2014_CEVS	Europe		2014-XX-XX	2017-05-09	2017-08-03	298	"Homo sapiens"			"Benschop,K.S.M.,van der Avoort,H.G.,Jusic,E.,Vennema,H.,van Binnendijk,R.,Duizer,E."	"National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening"	Netherlands	Netherlands		"Benschop et al."		0	good	622	2596	2893	0.040221352409232				
KY866439	KY866439.1	GenBank		3101400698_2014_CEVS	Europe		2014-XX-XX	2017-05-09	2017-08-03	298	"Homo sapiens"			"Benschop,K.S.M.,van der Avoort,H.G.,Jusic,E.,Vennema,H.,van Binnendijk,R.,Duizer,E."	"National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening"	Netherlands	Netherlands		"Benschop et al."		0	good	606	2596	2893	0.040221352409232				
KY866484	KY866484.1	GenBank		3101400786_2014_CEVS	Europe		2014-XX-XX	2017-05-09	2017-08-03	298	"Homo sapiens"			"Benschop,K.S.M.,van der Avoort,H.G.,Jusic,E.,Vennema,H.,van Binnendijk,R.,Duizer,E."	"National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening"	Netherlands	Netherlands		"Benschop et al."		0	good	598	2596	2893	0.040221352409232				
KY866487	KY866487.1	GenBank		3101400789_2014_CEVS	Europe		2014-XX-XX	2017-05-09	2017-08-03	298	"Homo sapiens"			"Benschop,K.S.M.,van der Avoort,H.G.,Jusic,E.,Vennema,H.,van Binnendijk,R.,Duizer,E."	"National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening"	Netherlands	Netherlands		"Benschop et al."		0.444444	good	606	2596	2893	0.040086381427993				
KY866497	KY866497.1	GenBank		3101400806_2014_CEVS	Europe		2014-XX-XX	2017-05-09	2017-08-03	298	"Homo sapiens"			"Benschop,K.S.M.,van der Avoort,H.G.,Jusic,E.,Vennema,H.,van Binnendijk,R.,Duizer,E."	"National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening"	Netherlands	Netherlands		"Benschop et al."		1.777778	good	606	2596	2893	0.0399514104467539				
KY866512	KY866512.1	GenBank		3101400841_2014_CEVS	Europe		2014-XX-XX	2017-05-09	2017-08-03	298	"Homo sapiens"			"Benschop,K.S.M.,van der Avoort,H.G.,Jusic,E.,Vennema,H.,van Binnendijk,R.,Duizer,E."	"National Institute for Public Health and the Environment, Centre for Infectious Disease Research, Diagnostics and Screening"	Netherlands	Netherlands		"Benschop et al."		0	good	626	2596	2893	0.040221352409232				
KY885648	KY885648.1	GenBank		JX436/2010	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885649	KY885649.1	GenBank		JX498/2010	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	585	2591	2861	0.0365771359157781				
KY885650	KY885650.1	GenBank		JX946/2010	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885651	KY885651.1	GenBank		JX1175/2010	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885652	KY885652.1	GenBank		JX1262/2010	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	2861	0.0365771359157781				
KY885653	KY885653.1	GenBank		JX1296/2010	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885654	KY885654.1	GenBank		JX1346/2010	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	2861	0.0365771359157781				
KY885655	KY885655.1	GenBank		JX1353/2010	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885656	KY885656.1	GenBank		JX1387/2010	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885657	KY885657.1	GenBank		JX1463/2010	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885658	KY885658.1	GenBank		JX1467/2010	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885659	KY885659.1	GenBank		JX1472/2010	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885660	KY885660.1	GenBank		JX366/2011	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885661	KY885661.1	GenBank		JX1035/2011	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	2861	0.0365771359157781				
KY885662	KY885662.1	GenBank		JX1041/2011	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885663	KY885663.1	GenBank		JX1047/2011	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	2861	0.0365771359157781				
KY885664	KY885664.1	GenBank		JX1089/2011	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885665	KY885665.1	GenBank		JX1098/2011	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885666	KY885666.1	GenBank		JX1286/2011	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	2861	0.0365771359157781				
KY885667	KY885667.1	GenBank		JX1322/2011	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	585	2591	2861	0.0365771359157781				
KY885668	KY885668.1	GenBank		JX1500/2011	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."											
KY885669	KY885669.1	GenBank		JX2128/2011	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885670	KY885670.1	GenBank		JX2398/2011	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	2861	0.0365771359157781				
KY885671	KY885671.1	GenBank		JX47/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885672	KY885672.1	GenBank		JX673/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885673	KY885673.1	GenBank		JX1079/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885674	KY885674.1	GenBank		JX1620/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		4	good	593	2591	3142	0.0745039816439465				
KY885675	KY885675.1	GenBank		JX1827/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	585	2591	2861	0.0365771359157781				
KY885676	KY885676.1	GenBank		JX2308/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	5360	0.373869618032123				
KY885677	KY885677.1	GenBank		JX2389/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	5092	0.337697395060062				
KY885678	KY885678.1	GenBank		JX2503/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	589	2591	2861	0.0365771359157781				
KY885679	KY885679.1	GenBank		JX2561/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	5092	0.337697395060062				
KY885680	KY885680.1	GenBank		JX2625/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885681	KY885681.1	GenBank		JX2652/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885682	KY885682.1	GenBank		JX2911/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885683	KY885683.1	GenBank		JX3011/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	2861	0.0365771359157781				
KY885684	KY885684.1	GenBank		JX3222/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885685	KY885685.1	GenBank		JX3341/2012	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		4	good	593	2591	3142	0.0745039816439465				
KY885686	KY885686.1	GenBank		JX658/2013	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	2861	0.0365771359157781				
KY885687	KY885687.1	GenBank		JX701/2013	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	2861	0.0365771359157781				
KY885688	KY885688.1	GenBank		JX1005/2013	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885689	KY885689.1	GenBank		JX1558/2013	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	593	2591	2861	0.0365771359157781				
KY885690	KY885690.1	GenBank		JX2166/2013	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	2861	0.0365771359157781				
KY885691	KY885691.1	GenBank		JX2270/2013	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	581	2591	2861	0.0365771359157781				
KY885692	KY885692.1	GenBank		JX2465/2013	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885693	KY885693.1	GenBank		JX548/2014	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	585	2591	2861	0.0365771359157781				
KY885694	KY885694.1	GenBank		JX1228/2014	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	585	2591	2861	0.0365771359157781				
KY885695	KY885695.1	GenBank		JX1842/2014	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	585	2591	5092	0.337697395060062				
KY885696	KY885696.1	GenBank		JX1970/2014	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	585	2591	2861	0.0365771359157781				
KY885697	KY885697.1	GenBank		JX2143/2014	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	573	2591	2861	0.0365771359157781				
KY885698	KY885698.1	GenBank		JX2332/2014	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885699	KY885699.1	GenBank		JX2439/2014	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885700	KY885700.1	GenBank		JX2611/2014	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	577	2591	2861	0.0365771359157781				
KY885701	KY885701.1	GenBank		JX2707/2014	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	585	2591	2861	0.0365771359157781				
KY885702	KY885702.1	GenBank		JX3058/2014	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	561	2591	2861	0.0365771359157781				
KY885703	KY885703.1	GenBank		JX4087/2014	Asia		2016-12-31	2018-03-18	2018-03-18	271	"Homo sapiens"			Jianxiong,L.,Tian,G.,Yong,S.,Ying,X.	"Jiangxi Province Center for Disease Control and Prevention"	China	China		"Jianxiong et al."		0	good	586	2591	3257	0.0900256444864354				
